22.779327,4.579319,7.690005,26.595275,1.4194,5.960235,58.52211,99.671913,21.9742,49.687319,122.662198,25.779608,17.291475,20.318916,17.874291,32.000000
23.785255,4.406575,8.712952,25.200248,2.419629,6.074283,57.671365,99.669463,21.935834,48.141085,122.988694,25.72931,16.167643,20.882294,17.517829,32.000000
23.011496,4.143584,9.651878,23.944479,3.034484,5.593842,57.624025,99.868645,21.858666,48.219265,122.365616,25.930496,15.588399,20.071587,17.993178,32.000000
23.188073,3.054874,12.529841,23.041227,3.02623,4.90623,58.406691,100.610804,21.316598,49.721876,122.122572,25.418339,16.112336,18.999737,17.064848,32.000000
24.271354,6.291242,9.493328,20.510426,2.847285,4.699488,55.92739,99.680317,20.303278,51.006434,116.014836,24.662118,13.96636,17.435917,13.643719,32.000000
24.614949,6.138055,8.79329,20.672291,3.232453,4.546546,56.295359,99.293225,20.455081,50.660262,116.603844,25.143864,13.845355,17.771112,13.924485,32.000000
26.486461,5.494144,14.541505,19.418113,3.249321,4.073251,55.409976,103.254132,19.028812,49.218852,120.947911,21.609102,14.36327,16.396479,12.844718,32.000000
27.23272,5.725784,14.875133,18.89453,3.726707,3.806695,54.945377,102.881159,18.772704,47.73774,122.535199,20.820331,13.955133,16.573083,12.382137,32.000000
27.47262,7.451505,16.164352,19.432384,3.639405,4.053671,55.355987,103.218972,18.901213,48.271257,122.343382,21.04877,14.32804,16.429044,12.688177,32.000000
27.797031,7.881338,18.02006,19.128079,3.571183,3.979457,55.599958,102.503907,19.152251,48.934863,121.371907,21.278957,14.563754,16.174172,12.820772,32.000000
26.54773,6.821653,14.888056,19.420439,4.166933,4.174578,54.905852,104.100454,18.952816,47.451222,123.421502,21.219295,13.907924,16.723856,12.6197,32.000000
26.965216,6.921037,16.353813,19.423272,3.899521,3.991803,55.602629,103.353357,19.0426,48.729138,121.778249,21.53742,14.19869,16.709151,12.826167,32.000000
23.458282,5.357143,13.245603,18.51605,5.207914,4.949915,58.799641,99.026225,20.53281,52.651038,114.110277,25.899271,14.039841,18.67178,13.632604,32.000000
23.151729,6.522606,9.571017,19.578423,3.201011,4.780453,63.724192,93.902472,20.311785,55.136014,111.884822,25.836709,13.521405,18.928552,13.402734,32.000000
22.755452,3.975652,14.122744,20.552802,3.448396,4.617769,61.297596,95.186728,20.161226,53.452458,112.280725,25.862214,13.49058,19.237494,13.487721,32.000000
25.070968,7.95148,14.803153,17.722225,4.012736,4.67203,61.487421,94.520117,20.211726,53.472291,112.47744,25.35727,13.398087,18.295116,13.134376,32.000000
25.034244,7.003826,14.871671,17.852833,3.473773,4.458112,61.008474,95.227631,19.800109,52.70112,113.471051,25.017101,14.010741,18.412156,12.975645,32.000000
24.494009,8.079725,13.709786,18.203447,3.649736,4.730661,61.053797,94.314379,19.792903,53.067912,112.760939,24.906323,13.507147,18.45663,13.260897,32.000000
23.191889,9.222412,6.545526,19.83994,3.373108,5.181061,61.472914,93.26644,19.759271,54.34771,111.56166,24.606752,13.189113,18.29796,13.550765,32.000000
23.366722,9.393959,5.734519,19.981104,3.025328,5.233455,60.691178,94.114862,19.672306,53.713647,112.413954,24.473359,13.968413,18.436451,13.680878,32.000000
24.612823,8.936642,10.010157,18.812109,3.079162,5.170439,57.367959,96.652491,19.871066,51.152213,114.546595,24.550797,13.60803,18.373567,13.48238,32.000000
25.091295,7.953506,10.805788,19.204994,3.396114,4.911068,57.699284,97.381975,19.950545,50.808482,115.522553,24.593561,13.819688,18.35658,13.63489,32.000000
24.603299,8.234401,8.84144,17.881247,4.192769,4.904782,57.195981,96.841652,19.810053,51.237431,114.383615,24.559439,13.786233,18.495278,13.663783,32.000000
24.667913,7.686594,10.371326,18.062449,4.370573,4.775479,58.278642,96.687948,19.422614,52.869493,113.502711,24.146358,13.912356,18.972654,13.550837,32.000000
24.900228,6.996252,11.308882,18.348149,3.276235,4.564587,56.550046,98.575855,19.437716,50.524963,116.392789,23.953418,13.716799,18.250319,13.109907,32.000000
25.372424,7.964318,13.013773,18.892632,2.86292,4.762405,57.26486,98.32523,19.723799,50.213243,117.032047,24.058817,14.062833,18.306279,13.317085,32.000000
25.472811,8.478075,12.736315,18.44761,3.72979,4.670486,56.707696,98.607024,19.503203,50.107573,117.034864,23.380617,14.146913,18.268932,13.344152,32.000000
25.608045,9.182837,13.309233,18.918449,3.061093,4.73021,56.95587,98.661657,19.240046,49.788032,117.582973,23.2778,13.897365,18.088149,13.150218,32.000000
